school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3;
GP;F;18;U;LE3;A;2;1;other;other;course;mother;1;2;0;no;yes;no;no;no;yes;yes;yes;4;3;4;1;3;5;2;12;12;13;0,230629783
GP;F;16;U;GT3;T;2;2;other;other;reputation;mother;1;4;0;no;no;no;no;yes;yes;yes;yes;5;2;3;1;3;3;1;13;13;13;0,452690971
GP;F;18;R;GT3;T;3;1;other;other;reputation;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;5;3;3;1;1;4;4;8;8;8;0,924163177
GP;M;15;R;GT3;T;3;4;at_home;teacher;course;mother;4;2;0;no;yes;no;no;yes;yes;no;yes;5;3;3;1;1;5;2;12;11;11;0,400571346
GP;M;15;U;GT3;T;4;2;teacher;other;home;mother;1;2;0;no;yes;no;no;yes;yes;no;no;4;3;3;2;2;5;4;11;12;13;0,478095587
MS;F;16;R;GT3;A;2;2;health;other;course;mother;1;2;0;no;no;no;no;no;yes;no;yes;3;3;2;1;1;3;2;8;10;10;0,041786619
GP;F;17;U;GT3;T;1;1;at_home;other;reputation;mother;1;3;0;no;yes;no;yes;yes;yes;no;yes;4;3;4;1;1;5;12;12;12;12;0,345999674
MS;F;17;U;GT3;T;4;4;health;health;course;father;1;2;0;no;yes;no;no;yes;yes;yes;no;5;2;5;1;1;5;0;13;15;16;0,694288714
MS;F;16;R;GT3;T;4;4;teacher;teacher;course;mother;2;3;0;no;no;no;yes;yes;yes;yes;yes;4;2;2;1;1;4;6;16;16;17;0,214394619
GP;F;18;U;GT3;T;2;2;at_home;at_home;other;mother;1;3;0;no;yes;no;no;yes;yes;yes;no;4;3;3;1;2;2;0;18;18;18;0,366401095
GP;M;18;R;LE3;A;3;4;other;other;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;2;5;3;4;1;6;15;16;16;0,827870451
GP;F;18;U;GT3;T;3;2;at_home;other;reputation;father;1;3;0;no;yes;no;no;yes;yes;yes;yes;4;3;4;1;2;2;5;14;17;17;0,203547569
GP;F;15;U;LE3;T;1;1;at_home;other;other;mother;1;2;0;yes;no;no;no;yes;yes;yes;no;4;3;2;2;3;3;6;12;13;12;0,775363027
MS;F;18;R;GT3;T;1;1;at_home;other;other;mother;1;2;1;no;yes;no;no;yes;yes;yes;yes;4;3;2;1;1;5;9;7;7;7;0,377247382
MS;M;18;U;LE3;T;1;2;at_home;services;home;mother;2;1;0;no;yes;no;no;no;yes;no;no;4;1;4;5;5;1;8;10;11;11;0,130886393
MS;M;17;U;GT3;T;3;3;services;services;home;mother;1;1;0;no;yes;no;yes;yes;yes;yes;no;4;1;4;5;5;3;8;7;10;9;0,480006665
MS;F;17;U;GT3;T;1;1;other;at_home;course;mother;1;1;0;no;yes;no;yes;yes;yes;no;no;4;3;2;1;2;5;9;7;9;10;0,432546569
MS;F;17;R;GT3;T;1;2;other;services;course;father;2;2;0;no;no;no;no;no;yes;no;no;3;2;2;1;2;3;0;13;13;13;0,805585093
MS;F;18;R;GT3;T;2;2;at_home;other;course;mother;3;2;1;no;no;no;yes;yes;yes;no;yes;4;3;3;1;1;4;0;9;0;0;0,360034344
GP;F;18;U;GT3;T;4;3;other;other;course;mother;1;3;0;no;yes;no;yes;yes;yes;yes;yes;4;3;4;1;1;5;2;14;15;17;0,506172907
GP;F;15;U;GT3;T;4;4;services;services;reputation;father;2;2;0;no;no;no;no;yes;yes;yes;yes;4;4;4;2;3;5;4;12;11;12;0,181467885
MS;M;16;R;LE3;T;1;1;at_home;other;course;mother;2;1;0;no;no;no;yes;yes;yes;yes;no;4;5;5;2;4;5;0;10;10;9;0,90500325
MS;F;17;R;LE3;A;3;1;other;at_home;course;other;2;3;0;no;yes;yes;no;yes;no;no;no;4;2;3;2;2;3;5;8;7;8;0,30296751
MS;M;18;R;GT3;T;1;0;at_home;at_home;course;other;3;1;1;yes;yes;no;no;yes;yes;no;no;4;3;2;1;1;4;0;12;12;13;0,786386362
GP;F;15;U;GT3;T;2;3;other;other;other;father;2;1;0;no;yes;no;yes;yes;yes;no;no;3;5;1;1;1;5;4;11;11;11;0,950213547
GP;F;17;R;GT3;A;3;2;other;other;home;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;3;3;2;3;2;0;14;14;16;0,56709594
MS;M;19;U;GT3;T;2;1;at_home;other;course;other;2;1;3;no;no;no;yes;no;no;yes;yes;4;4;3;1;3;5;4;8;9;9;0,195959253
GP;M;16;U;GT3;T;2;2;other;other;course;father;1;2;0;no;no;no;no;yes;no;yes;no;4;3;5;2;4;4;0;9;10;11;0,948661236
GP;M;15;U;GT3;T;2;3;other;other;home;mother;1;3;0;yes;no;no;no;no;yes;yes;no;5;3;2;1;2;5;2;10;9;9;0,599759142
GP;M;16;U;GT3;T;1;0;other;other;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;yes;yes;4;3;2;1;1;3;0;16;17;18;0,073185113
MS;M;15;U;LE3;T;3;3;at_home;at_home;reputation;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;5;3;3;1;1;5;0;11;11;11;0,458715738
GP;F;19;U;GT3;T;3;3;other;services;home;other;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;5;3;3;5;16;11;12;12;0,955982177
GP;F;17;R;LE3;A;1;4;other;other;course;other;4;1;1;no;yes;no;no;yes;yes;yes;no;5;5;4;1;1;5;14;9;9;8;0,959941252
MS;F;18;U;LE3;T;1;1;at_home;services;course;father;2;3;0;no;no;no;no;yes;yes;yes;no;5;3;2;1;1;4;0;19;17;18;0,501043616
GP;M;21;R;LE3;T;1;1;at_home;other;course;other;2;2;2;no;yes;no;yes;yes;no;yes;yes;5;3;3;5;2;4;21;9;10;10;0,701595224
MS;F;18;R;LE3;A;3;2;other;other;course;other;2;3;2;no;yes;no;no;no;no;no;yes;3;3;2;1;1;2;6;7;9;10;0,599955331
GP;M;15;U;LE3;T;1;2;other;other;course;mother;2;1;0;no;no;no;yes;yes;yes;no;no;4;4;4;2;4;5;2;8;9;10;0,660831532
MS;M;16;U;GT3;A;1;2;other;other;other;mother;1;3;0;yes;no;no;no;yes;yes;yes;no;4;4;3;1;1;5;0;10;11;11;0,169255947
MS;F;17;U;GT3;T;4;2;teacher;other;course;father;2;4;0;no;no;no;no;yes;yes;yes;yes;4;2;3;3;1;5;0;18;18;18;0,427871749
GP;M;17;U;LE3;T;2;2;other;other;home;father;1;2;0;no;no;no;yes;no;yes;yes;yes;4;4;2;5;5;4;0;16;16;16;0,574192034
GP;F;16;U;LE3;T;1;1;at_home;at_home;course;mother;1;1;0;no;no;no;no;yes;yes;yes;no;3;4;4;3;3;1;4;10;11;11;0,500703225
GP;F;15;U;LE3;A;4;3;other;other;course;mother;1;2;0;yes;yes;yes;yes;yes;yes;yes;yes;5;2;2;1;1;5;4;10;11;11;0,731206297
GP;M;19;U;LE3;A;4;3;services;at_home;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;3;1;1;1;1;4;11;13;14;0,253009111
GP;M;18;R;GT3;T;4;3;teacher;services;course;mother;1;3;0;no;no;no;no;yes;yes;yes;yes;5;3;2;1;2;4;4;15;14;17;0,35321566
GP;F;18;U;LE3;A;4;4;health;other;home;mother;1;2;0;no;yes;yes;no;yes;yes;yes;yes;4;2;4;1;1;4;0;14;15;15;0,854210797
GP;F;18;U;LE3;T;2;2;at_home;services;course;mother;1;2;1;no;yes;no;no;no;yes;yes;yes;5;3;1;1;1;5;16;9;8;10;0,68080447
GP;M;16;U;LE3;T;2;2;services;services;reputation;father;2;1;0;no;yes;no;yes;yes;yes;yes;no;2;3;3;2;2;2;4;12;11;11;0,510252224
MS;F;18;U;LE3;A;1;1;at_home;services;course;mother;1;2;0;no;no;no;no;yes;yes;no;yes;5;2;3;1;2;3;2;8;10;11;0,26788649
MS;M;16;R;LE3;T;1;2;other;at_home;course;mother;1;1;0;no;no;no;no;yes;yes;no;no;4;4;4;2;4;5;4;9;10;11;0,930602548
MS;F;15;R;LE3;T;1;1;at_home;services;reputation;father;2;2;0;no;yes;no;no;yes;yes;yes;no;5;4;3;1;2;4;0;10;10;10;0,417136776
MS;F;17;U;GT3;T;4;2;teacher;services;home;mother;1;2;0;yes;yes;no;yes;yes;yes;yes;no;5;5;5;1;3;5;0;8;8;0;0,970011419
GP;F;17;U;LE3;T;1;1;at_home;at_home;course;mother;1;3;0;no;yes;no;yes;yes;yes;yes;yes;4;3;2;1;2;4;10;11;10;10;0,827907068
GP;F;15;U;GT3;T;4;4;services;services;course;mother;1;1;0;yes;yes;no;no;yes;yes;yes;no;3;3;4;2;3;5;0;13;12;12;0,014059157
MS;M;19;U;GT3;T;3;2;at_home;services;course;mother;2;1;3;no;no;no;yes;yes;yes;no;no;3;2;1;1;1;3;4;6;11;9;0,721526066
GP;F;17;U;GT3;T;4;3;health;other;reputation;mother;1;3;0;no;yes;no;yes;yes;yes;yes;yes;4;4;3;1;3;4;0;11;12;13;0,989957076
MS;M;16;R;GT3;T;2;1;other;services;reputation;mother;2;2;0;no;no;no;yes;yes;yes;yes;no;5;2;1;1;1;2;0;8;7;0;0,805420126
MS;F;15;R;GT3;T;4;4;teacher;other;course;mother;2;1;0;no;no;no;no;yes;yes;yes;yes;1;5;1;3;5;5;0;13;14;14;0,714637984
GP;F;17;U;GT3;T;2;4;services;services;reputation;father;1;2;0;no;yes;no;yes;yes;yes;no;no;5;4;2;2;3;5;0;17;18;17;0,913720997
GP;F;16;U;GT3;T;2;2;other;other;home;mother;1;2;0;no;yes;no;no;no;yes;yes;no;5;1;5;1;1;4;0;12;12;13;0,048978888
GP;F;18;U;GT3;T;1;1;other;other;home;mother;2;2;0;yes;no;no;yes;yes;yes;yes;no;5;4;4;1;1;4;0;12;13;13;0,048819154
GP;M;15;U;GT3;A;2;2;other;other;home;other;1;3;0;no;yes;no;no;yes;yes;yes;yes;4;5;2;1;1;3;0;14;14;15;0,822019938
MS;F;20;U;GT3;T;3;3;at_home;services;other;mother;2;2;1;no;no;no;yes;yes;yes;yes;yes;3;3;4;2;4;3;8;11;9;10;0,961496951
GP;F;16;U;GT3;T;3;3;other;other;reputation;mother;3;2;0;yes;yes;no;yes;yes;yes;no;no;5;3;2;1;1;4;2;13;14;14;0,536270924
GP;M;18;U;GT3;T;2;2;other;at_home;course;other;1;1;1;no;yes;no;yes;no;no;yes;yes;4;4;3;2;2;1;26;7;8;8;0,962704885
GP;F;17;U;GT3;T;2;2;other;other;course;mother;1;2;0;no;yes;no;no;yes;yes;no;yes;4;2;2;1;1;3;4;14;13;13;0,704671779
MS;M;19;R;GT3;T;1;1;other;services;home;other;3;2;1;no;no;no;no;yes;yes;yes;no;5;4;4;3;3;2;8;10;9;11;0,113418897
GP;F;17;R;GT3;T;2;1;at_home;services;course;mother;3;2;0;no;no;no;yes;yes;yes;no;no;2;1;1;1;1;3;2;13;13;13;0,394797315
GP;F;18;U;GT3;T;4;3;services;other;home;father;1;2;0;no;yes;no;no;yes;yes;yes;yes;3;1;2;1;3;2;2;15;15;15;0,82111562
GP;F;16;U;LE3;T;4;4;health;health;other;mother;1;3;0;no;yes;no;yes;yes;yes;yes;yes;5;4;5;1;1;4;2;15;15;14;0,023762819
GP;F;17;U;GT3;T;1;1;at_home;other;course;mother;1;2;0;yes;no;no;no;no;yes;no;yes;4;3;2;1;1;4;10;10;9;10;0,496789847
MS;F;19;U;GT3;T;1;1;at_home;services;other;father;2;1;1;no;no;no;no;yes;no;no;no;5;5;5;2;3;2;0;5;0;0;0,042393027
MS;F;18;U;GT3;A;2;4;other;services;reputation;father;1;2;1;no;yes;no;no;yes;yes;yes;no;2;3;2;1;3;1;8;8;5;8;0,608285183
GP;F;16;U;LE3;T;2;4;other;health;course;father;2;2;0;no;yes;no;yes;yes;yes;yes;yes;4;2;2;1;2;5;2;14;12;13;0,105582113
MS;M;15;R;LE3;T;1;3;at_home;other;reputation;father;3;1;0;no;yes;no;yes;yes;yes;yes;no;4;2;4;3;5;3;2;10;11;11;0,143905848
GP;F;16;R;GT3;T;1;1;other;services;reputation;mother;2;1;0;no;yes;no;yes;yes;yes;no;yes;3;3;3;1;2;1;8;12;11;11;0,622371332
GP;M;16;R;GT3;T;3;3;services;services;reputation;mother;1;1;0;no;yes;no;yes;yes;yes;yes;no;4;3;2;3;4;5;0;11;10;10;0,787279476
MS;F;16;R;LE3;T;2;2;other;other;course;mother;1;3;0;no;yes;no;no;no;yes;no;yes;4;3;3;2;2;5;2;11;11;11;0,749515095
MS;F;17;R;GT3;T;2;1;at_home;other;course;mother;3;1;0;no;yes;no;yes;yes;no;no;yes;5;5;3;1;1;3;2;9;10;11;0,813850129
MS;F;17;U;GT3;T;4;1;health;at_home;course;mother;1;1;0;no;yes;no;no;yes;yes;no;yes;3;2;2;1;1;5;0;8;10;9;0,384303208
GP;F;15;U;GT3;T;4;4;teacher;services;course;mother;1;3;0;no;yes;no;yes;yes;yes;yes;no;4;2;2;1;1;5;2;13;13;13;0,526860391
GP;F;17;U;GT3;T;3;2;health;health;reputation;father;1;4;0;no;yes;no;yes;no;yes;yes;no;5;2;2;1;2;5;0;18;18;18;0,643727937
MS;M;17;U;GT3;T;1;1;at_home;services;other;mother;3;2;0;no;no;no;no;yes;yes;yes;yes;5;1;3;3;3;1;0;10;10;10;0,869802408
MS;F;16;R;GT3;T;2;3;at_home;services;other;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;3;3;3;1;1;2;0;8;10;10;0,326289478
GP;F;17;U;GT3;T;1;1;services;teacher;reputation;mother;1;3;0;no;yes;no;no;yes;yes;yes;no;4;3;3;1;1;3;0;13;13;14;0,673009375
GP;F;15;R;LE3;T;2;2;health;services;reputation;mother;2;2;0;yes;yes;no;no;yes;yes;yes;no;4;1;3;1;3;4;0;11;10;11;0,682200223
GP;F;19;U;GT3;T;2;2;services;services;home;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;3;3;1;1;5;0;10;10;11;0,404402997
GP;M;16;R;GT3;T;2;2;at_home;other;course;mother;3;1;0;no;no;no;no;no;yes;no;no;4;2;2;1;2;3;4;12;10;11;0,445327455
GP;F;16;U;LE3;T;3;3;other;other;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;4;5;1;1;4;0;14;14;15;0,805807611
MS;M;15;R;GT3;T;1;1;other;other;course;mother;4;2;0;no;yes;no;yes;yes;yes;no;yes;5;4;5;2;4;4;8;7;9;9;0,32674773
GP;M;16;U;LE3;T;4;2;teacher;other;course;mother;1;2;0;no;no;no;yes;yes;yes;yes;no;4;5;1;1;3;5;0;12;13;14;0,123634652
GP;M;16;U;GT3;T;2;3;other;other;course;mother;2;3;0;no;yes;no;no;no;yes;yes;yes;3;2;3;2;2;1;4;13;12;13;0,241408717
GP;F;18;U;GT3;T;3;3;services;services;home;mother;1;2;0;no;no;no;yes;yes;yes;yes;no;5;3;4;1;1;4;8;10;11;12;0,807225463
GP;F;18;U;LE3;T;3;3;services;services;home;mother;1;4;0;no;yes;no;no;yes;yes;yes;no;5;3;3;1;1;1;4;14;14;15;0,250327729
MS;F;18;U;LE3;A;1;2;at_home;other;reputation;mother;2;2;0;no;no;no;no;yes;yes;yes;no;4;4;3;1;2;4;0;12;13;14;0,828747046
MS;F;18;R;GT3;T;1;1;other;other;home;mother;4;3;0;no;no;no;no;yes;yes;yes;no;4;3;2;1;2;4;4;10;11;12;0,652047782
GP;M;16;U;LE3;T;1;2;health;services;course;mother;2;1;2;no;no;no;no;no;yes;yes;no;4;4;5;3;5;5;0;9;8;10;0,700180242
GP;F;17;U;LE3;A;4;2;teacher;other;course;mother;1;2;0;no;yes;no;yes;yes;yes;no;no;4;3;2;1;1;4;4;15;14;14;0,436590085
GP;F;15;R;GT3;T;1;1;other;other;reputation;mother;1;2;0;yes;yes;no;no;no;yes;yes;yes;3;3;4;2;4;5;2;13;11;11;0,658299653
MS;M;18;R;GT3;T;1;1;services;other;course;other;2;1;1;no;yes;no;no;yes;no;yes;yes;5;3;3;2;3;5;2;9;7;9;0,302817992
MS;F;17;U;GT3;A;1;1;at_home;at_home;other;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;4;5;5;1;2;3;2;11;10;11;0,795162967
MS;M;18;R;GT3;T;1;3;at_home;other;course;mother;2;2;0;no;yes;yes;no;yes;yes;no;no;3;3;4;2;4;3;0;8;10;9;0,990080316
MS;F;16;U;GT3;T;2;2;other;services;course;father;1;1;1;no;yes;yes;yes;no;yes;yes;no;4;4;3;1;4;3;1;9;10;10;0,745535831
GP;F;17;U;GT3;T;2;3;at_home;other;home;father;2;1;0;no;yes;no;no;yes;yes;no;no;3;3;3;1;4;3;4;12;13;13;0,336663215
GP;F;16;U;GT3;T;3;1;services;other;course;mother;1;4;0;yes;yes;no;no;yes;yes;yes;no;4;3;3;1;2;5;0;10;9;10;0,551346963
GP;F;16;R;GT3;T;2;2;services;services;reputation;mother;2;4;0;no;yes;no;yes;no;yes;yes;no;5;3;5;1;1;5;6;13;13;13;0,651722306
GP;F;19;U;GT3;T;3;3;other;other;reputation;other;1;4;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;1;2;3;4;12;12;12;0,229093008
MS;F;15;U;GT3;T;2;2;other;services;course;mother;2;3;0;no;yes;no;yes;yes;yes;no;no;5;3;2;1;1;4;0;12;13;14;0,802943482
MS;F;16;U;GT3;T;1;1;at_home;other;course;father;1;2;0;no;yes;no;no;no;yes;no;yes;5;4;3;2;1;2;0;13;14;15;0,709870469
GP;M;15;U;GT3;T;3;4;other;other;reputation;father;1;1;0;no;no;no;no;yes;yes;yes;no;3;4;3;1;2;4;2;14;13;14;0,705589122
GP;M;18;U;LE3;T;3;3;services;health;home;father;1;2;0;no;yes;no;no;yes;yes;yes;no;3;2;4;2;4;4;10;10;10;10;0,3303465
MS;F;17;U;GT3;T;2;2;other;at_home;home;mother;1;3;0;no;no;no;yes;yes;yes;no;yes;3;4;3;1;1;3;8;10;11;12;0,745463873
GP;F;17;U;GT3;T;3;4;services;other;course;mother;1;3;0;no;no;no;no;yes;yes;yes;no;4;4;5;1;3;5;8;11;13;14;0,498836994
GP;F;15;U;GT3;T;4;3;services;other;reputation;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;4;5;5;1;3;1;6;14;13;13;0,359595924
MS;F;19;R;GT3;A;1;1;at_home;at_home;course;other;2;2;3;no;yes;no;yes;yes;no;no;yes;3;5;4;1;4;1;0;8;0;0;0,862631644
MS;M;18;R;GT3;T;1;1;other;other;home;mother;2;1;1;no;no;no;yes;yes;no;yes;no;4;4;3;3;4;4;0;8;9;10;0,605528444
MS;F;16;U;GT3;T;3;2;services;at_home;course;mother;1;1;0;no;no;no;no;yes;yes;yes;no;3;1;3;1;4;3;2;7;6;7;0,784232351
GP;F;16;U;GT3;T;4;4;health;health;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;yes;4;4;2;1;1;3;0;16;16;17;0,427219165
GP;M;16;U;GT3;T;3;2;at_home;other;reputation;mother;2;3;0;no;no;no;yes;yes;yes;yes;yes;5;3;3;1;3;2;0;12;12;12;0,564827329
GP;F;16;U;GT3;A;3;3;other;other;course;other;2;1;0;no;yes;no;yes;no;yes;yes;yes;4;3;2;1;1;5;4;9;9;10;0,328570184
GP;F;18;U;GT3;T;4;4;health;health;reputation;father;1;2;1;yes;yes;no;yes;yes;yes;yes;yes;2;4;4;1;1;4;2;14;12;13;0,19538152
GP;F;15;U;GT3;A;3;3;services;services;home;mother;1;2;0;no;no;no;no;no;yes;no;yes;1;3;2;2;3;1;24;9;8;9;0,011857848
GP;F;15;R;GT3;T;3;4;services;health;course;mother;1;3;0;yes;yes;no;yes;yes;yes;yes;no;4;3;2;1;1;5;2;11;12;12;0,285684402
GP;F;16;U;GT3;T;1;3;at_home;services;home;mother;1;2;0;no;no;no;yes;no;yes;yes;yes;4;3;5;1;1;3;0;14;13;13;0,8811579
GP;M;17;R;LE3;T;1;2;other;other;reputation;mother;1;1;3;no;no;no;no;yes;yes;no;no;2;2;2;3;3;5;14;9;8;10;0,969770625
GP;F;15;R;LE3;T;3;1;other;other;reputation;father;2;4;0;no;yes;no;no;no;yes;yes;no;4;4;2;2;3;3;6;15;15;15;0,732243055
MS;M;17;R;GT3;T;1;1;other;services;other;father;3;1;0;no;no;no;no;no;no;no;no;4;2;3;3;4;4;4;12;13;14;0,846230954
GP;F;16;U;LE3;T;2;2;other;at_home;course;father;2;2;1;yes;no;no;yes;yes;yes;yes;no;4;3;3;2;2;5;14;10;11;11;0,622890353
GP;M;15;U;GT3;T;4;4;services;services;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;1;1;1;5;2;15;15;15;0,09596363
GP;M;16;U;GT3;T;1;2;services;services;other;mother;1;1;0;no;yes;no;yes;yes;yes;yes;yes;3;3;3;1;2;3;0;10;9;11;0,714386047
MS;F;18;U;GT3;T;2;2;other;other;course;mother;2;2;0;no;yes;no;no;no;yes;yes;yes;1;3;1;1;1;2;4;8;8;10;0,224402249
MS;F;18;U;GT3;T;3;3;other;other;home;mother;1;2;0;no;no;no;no;yes;yes;yes;yes;4;1;3;1;2;1;1;16;16;16;0,588013479
GP;F;17;R;GT3;T;4;4;teacher;teacher;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;4;4;4;1;1;5;2;15;16;17;0,577288499
MS;F;17;R;GT3;T;1;1;at_home;at_home;course;father;2;1;0;no;yes;no;yes;yes;no;yes;yes;3;5;5;2;2;4;3;10;11;10;0,68319414
MS;F;16;R;LE3;T;2;2;other;services;course;father;1;2;0;no;no;no;yes;yes;yes;no;yes;5;4;3;1;1;1;0;11;13;12;0,023913662
GP;M;17;U;GT3;T;3;1;services;other;other;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;5;4;4;3;4;5;0;11;11;14;0,187754278
MS;F;18;R;GT3;T;4;4;other;teacher;other;father;3;2;0;no;yes;no;no;no;yes;yes;yes;3;2;2;4;2;5;0;7;5;0;0,378490262
GP;M;15;U;GT3;T;4;4;health;services;home;mother;1;2;0;no;yes;yes;no;no;yes;yes;no;5;4;2;3;4;5;0;10;11;11;0,351236818
GP;M;18;U;GT3;T;4;3;teacher;other;course;mother;1;3;0;no;yes;no;no;yes;yes;yes;yes;5;4;5;2;3;5;0;14;13;14;0,879799271
MS;M;16;U;LE3;T;2;2;services;services;other;mother;4;3;0;no;no;no;no;yes;yes;no;no;5;1;3;2;2;3;0;10;9;10;0,353856455
GP;F;18;U;LE3;T;4;3;health;services;course;mother;2;1;0;no;yes;no;no;yes;yes;yes;no;3;2;4;1;4;1;8;12;12;15;0,766400554
MS;F;17;U;GT3;T;4;3;teacher;other;other;mother;2;2;0;no;no;no;no;yes;yes;yes;no;5;5;4;1;1;1;0;6;9;11;0,911547761
GP;M;16;U;LE3;T;2;2;other;other;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;4;2;4;5;2;10;10;10;0,571522774
MS;F;16;R;LE3;T;3;4;at_home;other;other;mother;3;2;0;no;yes;no;no;no;yes;no;no;4;2;1;1;1;2;2;7;9;8;0,396564254
MS;F;18;U;GT3;T;2;2;services;at_home;reputation;father;2;2;0;no;no;no;yes;no;yes;yes;no;4;3;5;1;1;1;2;12;13;14;0,995143796
GP;F;17;U;GT3;T;4;4;services;teacher;home;mother;2;1;1;no;yes;no;no;yes;yes;yes;no;4;2;4;2;3;2;30;14;15;16;0,239174902
GP;M;17;U;LE3;T;4;4;teacher;other;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;4;4;1;3;5;0;11;9;10;0,262895671
GP;M;17;U;GT3;T;3;2;services;services;course;mother;2;1;3;no;yes;no;yes;no;no;no;no;4;5;2;1;1;2;10;8;7;8;0,305604554
GP;F;15;U;GT3;A;4;3;services;services;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;2;1;1;1;0;15;14;15;0,267115054
GP;M;16;R;GT3;A;4;4;other;teacher;reputation;mother;2;3;0;no;yes;no;yes;yes;yes;yes;yes;2;4;3;1;1;5;4;13;13;13;0,357607478
GP;F;17;R;LE3;T;4;4;services;other;other;mother;1;1;0;no;yes;no;no;yes;yes;no;no;5;2;1;1;2;3;6;12;11;11;0,821353034
GP;F;17;U;GT3;T;3;2;other;other;course;father;1;2;0;no;no;no;yes;yes;yes;no;no;5;4;2;1;1;3;4;14;14;15;0,118204714
GP;F;17;U;LE3;A;2;1;other;other;course;mother;3;1;0;no;yes;no;no;yes;yes;yes;no;3;2;2;1;2;5;8;11;10;11;0,567359996
MS;F;16;U;LE3;A;2;2;at_home;other;reputation;mother;2;4;0;no;no;no;yes;no;no;no;yes;1;2;1;1;1;1;4;10;9;11;0,013383432
MS;M;17;U;GT3;T;3;3;services;at_home;course;mother;2;4;1;no;yes;yes;yes;yes;yes;no;no;5;4;5;3;4;5;0;10;11;10;0,111423385
GP;M;15;U;GT3;T;4;3;teacher;other;home;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;2;3;5;0;11;11;11;0,827234166
GP;F;15;U;GT3;T;4;4;teacher;health;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;3;3;3;1;2;2;2;14;14;14;0,044145797
GP;F;15;U;LE3;T;4;3;services;services;reputation;father;1;2;0;yes;no;no;yes;yes;yes;yes;yes;4;4;4;2;4;2;0;13;12;12;0,095610981
GP;M;18;U;GT3;T;2;2;services;other;home;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;4;4;2;4;5;10;12;11;11;0,368779635
MS;F;17;R;GT3;T;2;3;other;other;course;mother;2;1;0;no;yes;no;no;yes;yes;yes;no;5;5;5;1;3;3;2;10;11;12;0,813650933
GP;F;16;U;GT3;T;4;2;services;other;course;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;2;3;1;1;5;2;16;15;16;0,184872191
MS;F;17;R;GT3;T;2;2;other;other;other;mother;2;2;0;yes;no;yes;no;yes;yes;no;no;5;1;3;1;1;5;0;11;9;11;0,064433691
GP;F;17;U;GT3;T;4;4;teacher;teacher;course;mother;2;3;0;no;yes;no;no;no;yes;yes;yes;4;3;3;1;2;4;4;15;14;15;0,308028086
GP;F;15;R;GT3;T;1;1;other;other;course;mother;3;1;1;no;no;no;yes;yes;yes;yes;yes;5;5;5;1;1;1;2;8;9;9;0,739038155
GP;F;15;U;GT3;T;4;4;services;teacher;other;father;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;4;4;1;1;3;2;13;12;12;0,931526296
GP;M;17;U;GT3;T;1;1;other;other;reputation;father;1;2;0;no;no;no;no;no;yes;yes;no;4;3;3;1;2;4;0;12;12;12;0,655460889
GP;F;15;U;LE3;A;3;4;other;other;home;mother;1;2;0;yes;no;no;yes;yes;yes;yes;yes;5;3;2;1;1;1;0;10;11;11;0,150892002
MS;F;19;R;GT3;T;1;1;at_home;other;course;other;2;2;1;no;yes;no;no;yes;yes;yes;yes;4;3;3;1;1;3;4;7;8;9;0,5430764
MS;M;17;R;GT3;T;2;2;other;other;course;mother;2;1;0;no;no;no;yes;yes;no;no;yes;5;5;5;3;5;5;0;8;13;10;0,636647394
GP;F;18;R;GT3;T;2;2;at_home;other;course;mother;2;4;0;no;no;no;yes;yes;yes;no;no;4;4;4;1;1;4;6;14;13;14;0,02561347
GP;F;15;R;GT3;T;3;3;services;services;reputation;other;2;3;0;no;yes;yes;yes;yes;yes;yes;yes;4;2;1;2;3;3;2;13;13;13;0,682526042
